ADV,LAT,LON,TIME,WIND,PR,STAT
1,16.80,112.80,05/26/06Z,25,1002,TROPICAL DEPRESSION
2,17.10,113.00,05/26/12Z,15,1006,TROPICAL DEPRESSION
3,17.50,113.30,05/26/18Z,15,1006,TROPICAL DEPRESSION
4,17.90,113.50,05/27/00Z,15,1006,TROPICAL DEPRESSION
5,18.30,113.80,05/27/06Z,25,1002,TROPICAL DEPRESSION
6,18.70,114.20,05/27/12Z,25,1002,TROPICAL DEPRESSION
7,19.20,115.00,05/27/18Z,20,1004,TROPICAL DEPRESSION
8,19.50,115.80,05/28/00Z,25,1002,TROPICAL DEPRESSION
9,19.70,116.40,05/28/06Z,25,1002,TROPICAL DEPRESSION
10,20.00,116.80,05/28/12Z,25,1002,TROPICAL DEPRESSION
11,20.50,117.40,05/28/18Z,25,1002,TROPICAL DEPRESSION
12,21.10,118.00,05/29/00Z,25,1002,TROPICAL DEPRESSION
13,21.50,118.30,05/29/06Z,25,1002,TROPICAL DEPRESSION
14,21.90,118.80,05/29/12Z,25,1002,TROPICAL DEPRESSION
15,22.40,119.30,05/29/18Z,25,1002,TROPICAL DEPRESSION
16,23.20,120.10,05/30/00Z,25,1002,TROPICAL DEPRESSION
