ADV,LAT,LON,TIME,WIND,PR,STAT
1,11.20,171.00,07/14/00Z,20,1004,TROPICAL DEPRESSION
2,11.70,170.70,07/14/06Z,25,1002,TROPICAL DEPRESSION
3,12.10,170.30,07/14/12Z,30,1000,TROPICAL DEPRESSION
4,12.50,170.20,07/14/18Z,45,991,TROPICAL STORM
5,13.00,170.30,07/15/00Z,80,963,TYPHOON-1
6,13.50,170.50,07/15/06Z,85,958,TYPHOON-2
7,13.90,170.50,07/15/12Z,90,954,TYPHOON-2
8,14.20,170.30,07/15/18Z,95,949,TYPHOON-2
9,14.40,169.90,07/16/00Z,105,938,TYPHOON-3
10,14.40,169.40,07/16/06Z,115,927,TYPHOON-4
11,14.40,168.90,07/16/12Z,115,927,TYPHOON-4
12,14.50,168.40,07/16/18Z,125,916,TYPHOON-4
13,14.50,167.70,07/17/00Z,125,916,TYPHOON-4
14,14.60,167.20,07/17/06Z,125,916,TYPHOON-4
15,14.60,166.40,07/17/12Z,125,916,TYPHOON-4
16,14.60,165.50,07/17/18Z,125,916,TYPHOON-4
17,14.60,164.60,07/18/00Z,130,910,TYPHOON-4
35,24.20,150.00,07/22/12Z,130,910,TYPHOON-4
36,25.00,148.80,07/22/18Z,130,910,TYPHOON-4
37,25.80,147.50,07/23/00Z,120,922,TYPHOON-4
38,26.60,146.20,07/23/06Z,110,933,TYPHOON-3
39,27.40,144.70,07/23/12Z,95,949,TYPHOON-2
40,28.10,143.00,07/23/18Z,85,958,TYPHOON-2
41,28.30,141.30,07/24/00Z,80,963,TYPHOON-1
42,28.40,139.60,07/24/06Z,75,967,TYPHOON-1
43,28.60,138.00,07/24/12Z,70,972,TYPHOON-1
44,29.00,136.10,07/24/18Z,65,976,TYPHOON-1
45,29.40,134.20,07/25/00Z,65,976,TYPHOON-1
46,30.00,132.40,07/25/06Z,60,980,TROPICAL STORM
47,30.50,130.90,07/25/12Z,55,984,TROPICAL STORM
48,31.10,129.30,07/25/18Z,55,984,TROPICAL STORM
49,31.70,128.00,07/26/00Z,50,987,TROPICAL STORM
50,32.40,126.80,07/26/06Z,45,991,TROPICAL STORM
51,33.00,125.70,07/26/12Z,45,991,TROPICAL STORM
52,33.60,124.50,07/26/18Z,35,997,TROPICAL STORM
53,34.20,123.40,07/27/00Z,30,1000,TROPICAL DEPRESSION
54,34.90,122.30,07/27/06Z,25,1002,TROPICAL DEPRESSION
