ADV,LAT,LON,TIME,WIND,PR,STAT
1,13.40,113.50,09/21/00Z,15,1006,TROPICAL DEPRESSION
2,13.50,113.30,09/21/06Z,15,1006,TROPICAL DEPRESSION
3,13.60,113.40,09/21/12Z,15,1006,TROPICAL DEPRESSION
4,13.60,113.60,09/21/18Z,15,1006,TROPICAL DEPRESSION
5,13.50,113.90,09/22/00Z,15,1006,TROPICAL DEPRESSION
6,13.80,114.00,09/22/06Z,15,1006,TROPICAL DEPRESSION
7,14.10,113.80,09/22/12Z,20,1004,TROPICAL DEPRESSION
8,14.10,113.30,09/22/18Z,20,1004,TROPICAL DEPRESSION
9,14.40,112.70,09/23/00Z,20,1004,TROPICAL DEPRESSION
10,14.60,112.30,09/23/06Z,25,1002,TROPICAL DEPRESSION
11,15.00,111.80,09/23/12Z,25,1002,TROPICAL DEPRESSION
12,15.30,111.40,09/23/18Z,25,1002,TROPICAL DEPRESSION
13,15.70,110.90,09/24/00Z,30,1000,TROPICAL DEPRESSION
14,16.00,110.50,09/24/06Z,30,1000,TROPICAL DEPRESSION
15,16.50,110.20,09/24/12Z,35,997,TROPICAL STORM
16,17.10,110.00,09/24/18Z,40,994,TROPICAL STORM
17,17.60,109.70,09/25/00Z,50,987,TROPICAL STORM
18,18.10,109.50,09/25/06Z,50,987,TROPICAL STORM
19,18.40,109.30,09/25/12Z,55,995,TROPICAL STORM
20,18.80,109.00,09/25/18Z,55,984,TROPICAL STORM
21,19.20,108.80,09/26/00Z,45,991,TROPICAL STORM
22,19.60,108.50,09/26/06Z,45,991,TROPICAL STORM
23,20.00,108.40,09/26/12Z,40,994,TROPICAL STORM
24,20.70,108.40,09/26/18Z,35,997,TROPICAL STORM
25,21.30,108.40,09/27/00Z,30,1000,TROPICAL DEPRESSION
26,21.50,108.70,09/27/06Z,25,1002,TROPICAL DEPRESSION
27,21.40,108.90,09/27/12Z,25,1002,TROPICAL DEPRESSION
28,21.30,109.10,09/27/18Z,25,1002,TROPICAL DEPRESSION
29,21.20,109.50,09/28/00Z,20,1004,TROPICAL DEPRESSION
