ADV,LAT,LON,TIME,WIND,PR,STAT
1,4.00,138.20,03/18/18Z,25,1002,TROPICAL DEPRESSION
2,4.70,136.30,03/19/00Z,25,1002,TROPICAL DEPRESSION
3,5.60,134.50,03/19/06Z,25,1002,TROPICAL DEPRESSION
4,6.20,133.20,03/19/12Z,25,1002,TROPICAL DEPRESSION
5,6.50,132.20,03/19/18Z,25,1002,TROPICAL DEPRESSION
6,6.50,131.10,03/20/00Z,25,1002,TROPICAL DEPRESSION
7,6.60,130.10,03/20/06Z,30,1000,TROPICAL DEPRESSION
8,6.70,129.20,03/20/12Z,30,1000,TROPICAL DEPRESSION
9,6.70,128.50,03/20/18Z,30,1000,TROPICAL DEPRESSION
10,7.00,127.60,03/21/00Z,30,1000,TROPICAL DEPRESSION
11,7.40,126.70,03/21/06Z,30,1000,TROPICAL DEPRESSION
12,8.20,125.90,03/21/12Z,30,1002,TROPICAL DEPRESSION
13,9.00,125.00,03/21/18Z,25,1002,TROPICAL DEPRESSION
14,9.70,124.00,03/22/00Z,30,1000,TROPICAL DEPRESSION
15,10.30,123.00,03/22/06Z,30,1000,TROPICAL DEPRESSION
16,10.80,121.80,03/22/12Z,30,1000,TROPICAL DEPRESSION
17,11.00,120.50,03/22/18Z,30,1000,TROPICAL DEPRESSION
18,11.10,119.30,03/23/00Z,30,1000,TROPICAL DEPRESSION
19,11.20,118.10,03/23/06Z,30,1000,TROPICAL DEPRESSION
20,11.20,116.90,03/23/12Z,30,1000,TROPICAL DEPRESSION
21,11.20,115.80,03/23/18Z,30,1000,TROPICAL DEPRESSION
22,11.40,114.70,03/24/00Z,30,1000,TROPICAL DEPRESSION
23,12.00,114.10,03/24/06Z,25,1002,TROPICAL DEPRESSION
24,12.80,113.80,03/24/12Z,25,1002,TROPICAL DEPRESSION
25,13.30,113.60,03/24/18Z,20,1004,TROPICAL DEPRESSION
26,13.80,113.50,03/25/00Z,20,1004,TROPICAL DEPRESSION
27,14.20,113.30,03/25/06Z,20,1004,TROPICAL DEPRESSION
