ADV,LAT,LON,TIME,WIND,PR,STAT
1,14.70,162.50,09/25/00Z,15,1006,TROPICAL DEPRESSION
2,14.90,161.60,09/25/06Z,15,1006,TROPICAL DEPRESSION
3,15.10,160.10,09/25/12Z,15,1006,TROPICAL DEPRESSION
4,15.30,158.60,09/25/18Z,15,1006,TROPICAL DEPRESSION
5,15.50,157.20,09/26/00Z,20,1004,TROPICAL DEPRESSION
6,15.50,155.80,09/26/06Z,25,1002,TROPICAL DEPRESSION
7,15.50,154.70,09/26/12Z,30,1000,TROPICAL DEPRESSION
8,15.70,153.40,09/26/18Z,35,997,TROPICAL STORM
9,16.00,152.00,09/27/00Z,45,991,TROPICAL STORM
10,16.40,150.60,09/27/06Z,50,987,TROPICAL STORM
11,16.90,149.00,09/27/12Z,55,984,TROPICAL STORM
12,17.50,147.30,09/27/18Z,65,976,TYPHOON-1
13,18.00,145.80,09/28/00Z,65,976,TYPHOON-1
14,18.60,144.00,09/28/06Z,75,967,TYPHOON-1
15,19.00,142.10,09/28/12Z,90,954,TYPHOON-2
16,19.40,140.50,09/28/18Z,105,938,TYPHOON-3
17,19.80,138.80,09/29/00Z,120,922,TYPHOON-4
18,20.20,137.60,09/29/06Z,130,910,TYPHOON-4
20,21.50,136.00,09/29/18Z,130,910,TYPHOON-4
21,22.50,135.80,09/30/00Z,130,910,TYPHOON-4
22,23.70,135.80,09/30/06Z,120,922,TYPHOON-4
23,25.20,136.10,09/30/12Z,110,933,TYPHOON-3
24,27.10,136.60,09/30/18Z,110,933,TYPHOON-3
25,29.60,137.50,10/01/00Z,110,933,TYPHOON-3
26,32.70,138.30,10/01/06Z,95,949,TYPHOON-2
27,35.70,139.80,10/01/12Z,80,963,TYPHOON-1
28,40.60,141.50,10/01/18Z,65,976,TYPHOON-1
29,43.90,141.50,10/02/00Z,55,984,TROPICAL STORM
30,46.20,142.00,10/02/06Z,50,987,TROPICAL STORM
