ADV,LAT,LON,TIME,WIND,PR,STAT
1,18.80,119.10,08/02/00Z,25,1002,TROPICAL DEPRESSION
2,18.90,118.50,08/02/06Z,30,1000,TROPICAL DEPRESSION
3,19.30,118.10,08/02/12Z,30,1000,TROPICAL DEPRESSION
4,19.80,117.80,08/02/18Z,30,1000,TROPICAL DEPRESSION
5,20.40,117.30,08/03/00Z,30,1000,TROPICAL DEPRESSION
6,20.90,116.30,08/03/06Z,30,1000,TROPICAL DEPRESSION
7,21.00,115.70,08/03/12Z,35,997,TROPICAL STORM
8,21.00,115.40,08/03/18Z,40,994,TROPICAL STORM
9,21.00,115.10,08/04/00Z,45,991,TROPICAL STORM
10,21.20,115.20,08/04/06Z,45,991,TROPICAL STORM
11,21.50,115.30,08/04/12Z,45,989,TROPICAL STORM
12,22.10,115.50,08/04/18Z,50,987,TROPICAL STORM
13,23.00,115.60,08/05/00Z,50,987,TROPICAL STORM
14,24.00,115.60,08/05/06Z,30,1000,TROPICAL DEPRESSION
15,25.00,115.70,08/05/12Z,20,1004,TROPICAL DEPRESSION
16,25.90,115.60,08/05/18Z,20,1004,TROPICAL DEPRESSION
