ADV,LAT,LON,TIME,WIND,PR,STAT
1,5.10,163.70,12/01/12Z,20,-,TROPICAL DEPRESSION
2,5.00,162.40,12/01/18Z,20,-,TROPICAL DEPRESSION
3,5.20,161.60,12/02/00Z,20,-,TROPICAL DEPRESSION
4,5.60,160.40,12/02/06Z,20,-,TROPICAL DEPRESSION
5,5.90,159.00,12/02/12Z,20,-,TROPICAL DEPRESSION
6,6.40,157.60,12/02/18Z,20,-,TROPICAL DEPRESSION
7,6.80,156.00,12/03/00Z,25,-,TROPICAL DEPRESSION
8,7.00,154.20,12/03/06Z,25,-,TROPICAL DEPRESSION
9,7.10,152.20,12/03/12Z,25,-,TROPICAL DEPRESSION
10,7.30,150.20,12/03/18Z,30,-,TROPICAL DEPRESSION
11,7.50,148.10,12/04/00Z,30,-,TROPICAL DEPRESSION
12,7.70,146.00,12/04/06Z,30,-,TROPICAL DEPRESSION
13,7.80,144.00,12/04/12Z,35,-,TROPICAL STORM
14,8.10,142.20,12/04/18Z,40,-,TROPICAL STORM
15,8.60,140.50,12/05/00Z,45,-,TROPICAL STORM
16,9.30,138.80,12/05/06Z,50,-,TROPICAL STORM
17,10.00,137.10,12/05/12Z,55,-,TROPICAL STORM
18,10.70,135.20,12/05/18Z,60,-,TROPICAL STORM
19,11.60,133.60,12/06/00Z,60,-,TROPICAL STORM
20,12.70,133.00,12/06/06Z,60,-,TROPICAL STORM
21,13.60,132.10,12/06/12Z,55,-,TROPICAL STORM
22,14.20,131.00,12/06/18Z,55,-,TROPICAL STORM
23,14.90,130.20,12/07/00Z,55,-,TROPICAL STORM
24,15.40,129.80,12/07/06Z,60,-,TROPICAL STORM
25,15.90,129.60,12/07/12Z,60,-,TROPICAL STORM
26,16.30,129.70,12/07/18Z,65,-,TYPHOON-1
27,16.50,129.90,12/08/00Z,70,-,TYPHOON-1
28,16.30,130.10,12/08/06Z,75,-,TYPHOON-1
29,15.90,129.90,12/08/12Z,80,-,TYPHOON-1
30,15.20,129.40,12/08/18Z,80,-,TYPHOON-1
31,14.40,128.60,12/09/00Z,85,-,TYPHOON-2
32,13.70,127.60,12/09/06Z,95,-,TYPHOON-2
33,13.30,126.40,12/09/12Z,120,-,TYPHOON-4
34,12.80,125.20,12/09/18Z,115,-,TYPHOON-4
35,12.50,124.00,12/10/00Z,105,-,TYPHOON-3
36,12.50,122.80,12/10/06Z,85,-,TYPHOON-2
37,12.50,121.80,12/10/12Z,80,-,TYPHOON-1
38,12.30,120.90,12/10/18Z,65,-,TYPHOON-1
39,12.00,120.00,12/11/00Z,50,-,TROPICAL STORM
40,11.50,119.20,12/11/06Z,40,-,TROPICAL STORM
41,10.90,118.50,12/11/12Z,40,-,TROPICAL STORM
42,10.60,117.80,12/11/18Z,35,-,TROPICAL STORM
43,10.60,117.00,12/12/00Z,30,-,TROPICAL DEPRESSION
44,10.70,116.30,12/12/06Z,30,-,TROPICAL DEPRESSION
45,10.90,115.60,12/12/12Z,30,-,TROPICAL DEPRESSION
46,10.90,114.90,12/12/18Z,30,-,TROPICAL DEPRESSION
47,10.80,114.10,12/13/00Z,30,-,TROPICAL DEPRESSION
48,10.80,113.30,12/13/06Z,35,-,TROPICAL STORM
49,10.80,112.50,12/13/12Z,40,-,TROPICAL STORM
50,10.70,111.60,12/13/18Z,40,-,TROPICAL STORM
51,10.20,110.60,12/14/00Z,35,-,TROPICAL STORM
52,9.40,109.30,12/14/06Z,35,-,TROPICAL STORM
53,8.40,107.80,12/14/12Z,35,-,TROPICAL STORM
54,7.60,106.10,12/14/18Z,35,-,TROPICAL STORM
55,7.20,104.60,12/15/00Z,30,-,TROPICAL DEPRESSION
56,7.10,103.20,12/15/06Z,30,-,TROPICAL DEPRESSION
57,7.30,102.00,12/15/12Z,25,-,TROPICAL DEPRESSION
58,7.50,100.90,12/15/18Z,25,-,TROPICAL DEPRESSION
59,7.80,99.80,12/16/00Z,25,-,TROPICAL DEPRESSION
60,8.20,98.80,12/16/06Z,20,-,TROPICAL DEPRESSION
