ADV,LAT,LON,TIME,WIND,PR,STAT
1,17.60,130.00,06/08/12Z,25,-,TROPICAL DEPRESSION
2,18.90,130.90,06/08/18Z,35,-,TROPICAL STORM
3,20.10,131.40,06/09/00Z,40,-,TROPICAL STORM
4,20.60,131.60,06/09/06Z,35,-,TROPICAL STORM
5,21.20,132.30,06/09/12Z,35,-,TROPICAL STORM
6,21.70,133.10,06/09/18Z,35,-,TROPICAL STORM
7,22.50,133.50,06/10/00Z,35,-,TROPICAL STORM
8,23.40,133.50,06/10/06Z,40,-,TROPICAL STORM
9,24.40,135.00,06/10/12Z,45,-,TROPICAL STORM
10,25.90,136.00,06/10/18Z,50,-,TROPICAL STORM
11,27.60,136.20,06/11/00Z,55,-,TROPICAL STORM
12,29.20,136.90,06/11/06Z,50,-,TROPICAL STORM
13,30.60,137.00,06/11/12Z,45,-,TROPICAL STORM
14,31.10,137.20,06/11/18Z,40,-,TROPICAL STORM
15,31.10,137.30,06/12/00Z,40,-,TROPICAL STORM
16,30.90,138.00,06/12/06Z,35,-,TROPICAL STORM
17,31.20,138.90,06/12/12Z,30,-,TROPICAL DEPRESSION
