ADV,LAT,LON,TIME,WIND,PR,STAT
1,6.00,170.80,11/07/06Z,30,-,TROPICAL DEPRESSION
2,6.30,170.00,11/07/12Z,30,-,TROPICAL DEPRESSION
3,6.60,169.20,11/07/18Z,30,-,TROPICAL DEPRESSION
4,6.90,168.30,11/08/00Z,30,-,TROPICAL DEPRESSION
5,7.10,167.40,11/08/06Z,30,-,TROPICAL DEPRESSION
6,7.30,166.50,11/08/12Z,30,-,TROPICAL DEPRESSION
7,7.60,165.50,11/08/18Z,30,-,TROPICAL DEPRESSION
8,7.70,164.60,11/09/00Z,30,-,TROPICAL DEPRESSION
9,7.80,163.70,11/09/06Z,30,-,TROPICAL DEPRESSION
10,7.90,163.00,11/09/12Z,40,-,TROPICAL STORM
11,7.90,162.50,11/09/18Z,40,-,TROPICAL STORM
12,7.90,162.20,11/10/00Z,60,-,TROPICAL STORM
13,7.90,161.90,11/10/06Z,60,-,TROPICAL STORM
14,8.00,161.70,11/10/12Z,60,-,TROPICAL STORM
15,8.00,161.30,11/10/18Z,60,-,TROPICAL STORM
16,8.00,161.10,11/11/00Z,60,-,TROPICAL STORM
17,8.00,160.90,11/11/06Z,60,-,TROPICAL STORM
18,8.00,160.70,11/11/12Z,60,-,TROPICAL STORM
19,8.00,160.30,11/11/18Z,70,-,TYPHOON-1
20,8.00,159.90,11/12/00Z,70,-,TYPHOON-1
21,8.00,159.20,11/12/06Z,90,-,TYPHOON-2
22,8.00,158.20,11/12/12Z,90,-,TYPHOON-2
23,8.00,157.30,11/12/18Z,90,-,TYPHOON-2
24,8.10,156.40,11/13/00Z,100,-,TYPHOON-3
25,8.20,155.40,11/13/06Z,100,-,TYPHOON-3
26,8.50,154.20,11/13/12Z,110,-,TYPHOON-3
27,8.80,153.00,11/13/18Z,110,-,TYPHOON-3
28,9.20,151.80,11/14/00Z,120,-,TYPHOON-4
29,9.80,150.70,11/14/06Z,120,-,TYPHOON-4
30,10.50,149.80,11/14/12Z,130,-,TYPHOON-4
31,11.40,148.50,11/14/18Z,130,-,TYPHOON-4
45,18.80,136.90,11/18/06Z,130,-,TYPHOON-4
46,20.30,137.20,11/18/12Z,130,-,TYPHOON-4
47,22.00,137.90,11/18/18Z,130,-,TYPHOON-4
48,24.20,138.50,11/19/00Z,120,-,TYPHOON-4
49,26.00,139.30,11/19/06Z,110,-,TYPHOON-3
50,27.80,140.70,11/19/12Z,110,-,TYPHOON-3
51,29.00,142.20,11/19/18Z,110,-,TYPHOON-3
52,30.10,144.20,11/20/00Z,80,-,TYPHOON-1
53,32.00,146.40,11/20/06Z,70,-,TYPHOON-1
54,33.50,150.80,11/20/12Z,65,-,TYPHOON-1
55,34.20,153.00,11/20/18Z,60,-,TROPICAL STORM
56,35.00,155.30,11/21/00Z,50,-,TROPICAL STORM
57,35.50,158.50,11/21/06Z,45,-,TROPICAL STORM
58,36.50,164.00,11/21/12Z,65,-,TYPHOON-1
59,37.30,173.30,11/21/18Z,60,-,TROPICAL STORM
